يوم_ماطر,-0.062
قضية_انسانية,0.196
اسلاك_شائكة,0.024
عصفور_صغير,-0.169
كبير_سن,0.239
عيون_حزينة,-0.536
سوق_قديم,0.021
طبيعة_جميلة,0.527
زي_تقليدي,0.125
طبيعة_خلابة,-0.098
سماء_صافية,0.084
نافذة_قديمة,-0.104
قصر_قديم,0.021
فرحة_كبيرة,0.393
سيارة_قديمة,-0.196
مكان_مرعب,-0.196
طفلة_صغيرة,-0.039
تعاون_مشترك,0.011
ورود_جميلة,0.238
حب_حقيقي,-0.019
لعبة_قديمة,-0.626
طبيعة_صامتة,-0.044
سفينة_قديمة,-0.104
باب_قديم,0.021
تصوير_تجاري,-0.094
موقع_احترافي,0.006
تفاصيل_صغيرة,-0.078
اول_تصوير,0.003
طفلة_حلوة,0.095
